# model: HHJ_2 
Mass Radius Pressure 
1.95014294e+00 9.90100001e+00 1.69962044e-13
1.95004645e+00 9.90000001e+00 1.13001578e-13
1.94994995e+00 9.89900001e+00 4.06618819e-14
1.94985343e+00 9.89800001e+00 4.72880306e-14
1.94975689e+00 9.89688037e+00 2.04526807e-14
1.94966034e+00 9.89587553e+00 1.98910443e-14
1.94956377e+00 9.89456496e+00 9.60182716e-15
1.94946719e+00 9.89362553e+00 3.95807237e-17
1.94937060e+00 9.89200001e+00 5.53915603e-13
1.94927399e+00 9.89100001e+00 3.46034116e-13
1.94917736e+00 9.89000001e+00 1.98960194e-13
1.94908072e+00 9.88900001e+00 1.95517703e-13
1.94898407e+00 9.88800001e+00 6.83874361e-14
1.94888740e+00 9.88700001e+00 1.29349981e-14
1.94879072e+00 9.88590485e+00 2.39484688e-14
1.94869403e+00 9.88486904e+00 1.93393026e-14
1.94859733e+00 9.88386872e+00 1.93198277e-14
1.94850061e+00 9.88257068e+00 3.95424528e-15
1.94840388e+00 9.88151968e+00 1.12137718e-14
1.94830713e+00 9.88000001e+00 6.31734930e-13
1.94821037e+00 9.87900001e+00 4.26973483e-13
1.94811361e+00 9.87800001e+00 2.74806689e-13
1.94801682e+00 9.87700001e+00 1.65539210e-13
1.94792003e+00 9.87600001e+00 1.83450573e-13
1.94782323e+00 9.87500001e+00 6.48172110e-14
1.94772641e+00 9.87400001e+00 1.55062200e-14
1.94762958e+00 9.87297261e+00 8.46187640e-15
1.94753275e+00 9.87187853e+00 2.07062667e-14
1.94743590e+00 9.87085005e+00 1.75457748e-14
1.94733904e+00 9.86972533e+00 6.17559768e-16
1.94724217e+00 9.86868068e+00 1.06578776e-16
1.94714528e+00 9.86752142e+00 1.15422679e-14
1.94704839e+00 9.86656250e+00 1.14232896e-14
1.94695149e+00 9.86500001e+00 4.96123945e-13
1.94685458e+00 9.86400001e+00 3.50241378e-13
1.94675766e+00 9.86300001e+00 2.38497637e-13
1.94666073e+00 9.86200001e+00 1.55786886e-13
1.94656379e+00 9.86100001e+00 2.14468088e-13
1.94646684e+00 9.86000001e+00 7.72441732e-14
1.94636988e+00 9.85900001e+00 3.60503667e-14
1.94627291e+00 9.85800001e+00 3.39297430e-15
1.94617593e+00 9.85696580e+00 8.13757382e-15
1.94607895e+00 9.85587524e+00 2.06073981e-14
1.94598196e+00 9.85485198e+00 1.79919271e-14
1.94588496e+00 9.85383123e+00 1.60426851e-14
1.94578795e+00 9.85268634e+00 3.68188117e-16
1.94569093e+00 9.85159862e+00 7.51801635e-16
1.94559390e+00 9.85053342e+00 1.32323737e-14
1.94549687e+00 9.84900001e+00 9.93816293e-13
1.94539983e+00 9.84800001e+00 6.14625146e-13
1.94530278e+00 9.84700001e+00 4.81653625e-13
1.94520573e+00 9.84600001e+00 3.71734504e-13
1.94510866e+00 9.84500001e+00 2.81833794e-13
1.94501160e+00 9.84400001e+00 2.10032562e-13
1.94491452e+00 9.84300001e+00 1.53424134e-13
1.94481744e+00 9.84200001e+00 1.11351049e-13
1.94472035e+00 9.84100001e+00 1.66994596e-13
1.94462326e+00 9.84000001e+00 6.75982763e-14
1.94452616e+00 9.83900001e+00 3.95395262e-14
1.94442905e+00 9.83800001e+00 1.24687306e-14
1.94433194e+00 9.83698326e+00 9.88244866e-15
1.94423482e+00 9.83596604e+00 8.41958286e-15
1.94413770e+00 9.83488008e+00 2.16322775e-14
1.94404057e+00 9.83386374e+00 1.96361110e-14
1.94394343e+00 9.83284861e+00 1.79939997e-14
1.94384630e+00 9.83183459e+00 1.66437625e-14
1.94374915e+00 9.83082181e+00 1.55566025e-14
1.94365201e+00 9.82984957e+00 1.81400926e-14
1.94355485e+00 9.82858960e+00 1.53059333e-14
1.94345770e+00 9.82755906e+00 1.25480082e-14
1.94336053e+00 9.82656528e+00 6.10763929e-15
1.94326337e+00 9.82553217e+00 1.33848987e-14
1.94316620e+00 9.82454555e+00 5.03316919e-15
1.94306903e+00 9.82300001e+00 9.74103589e-13
1.94297185e+00 9.82256318e+00 7.95896792e-15
1.94287467e+00 9.82153304e+00 2.18402367e-14
1.94277749e+00 9.82000001e+00 5.31058711e-13
1.94268030e+00 9.81900001e+00 4.70927474e-13
1.94258311e+00 9.81800001e+00 4.17142819e-13
1.94248591e+00 9.81700001e+00 3.69433762e-13
1.94238872e+00 9.81600001e+00 3.27462152e-13
1.94229152e+00 9.81500001e+00 2.90202672e-13
# model: MDI_4 
Mass Radius Pressure 
1.78151747e-01 1.82180000e+01 9.95057426e-13
1.87569350e-01 1.76810000e+01 9.23460836e-13
1.96883180e-01 1.72390000e+01 9.15403325e-13
2.06088695e-01 1.68710000e+01 9.48755055e-13
2.15183351e-01 1.65610000e+01 9.73823914e-13
2.24166009e-01 1.62970000e+01 9.84825944e-13
2.33036502e-01 1.60710000e+01 9.14623661e-13
2.41795381e-01 1.58750000e+01 9.40315292e-13
2.50443698e-01 1.57040000e+01 9.41469010e-13
2.58982853e-01 1.55540000e+01 8.89944650e-13
2.67414505e-01 1.54220000e+01 8.87299947e-13
2.75740473e-01 1.53040000e+01 9.84018377e-13
2.83962697e-01 1.52000000e+01 8.49279692e-13
2.92083179e-01 1.51060000e+01 9.57663573e-13
3.00103971e-01 1.50220000e+01 9.65296849e-13
3.08027121e-01 1.49470000e+01 8.35045085e-13
3.15854683e-01 1.48780000e+01 9.99361046e-13
3.23588691e-01 1.48170000e+01 8.39867496e-13
3.31231155e-01 1.47600000e+01 9.42463672e-13
3.38784047e-01 1.47090000e+01 9.49345706e-13
3.46249300e-01 1.46630000e+01 8.07180404e-13
3.53628805e-01 1.46190000e+01 9.83863768e-13
3.60924409e-01 1.45810000e+01 7.87799806e-13
3.68137907e-01 1.45440000e+01 9.48998525e-13
3.75271051e-01 1.45110000e+01 9.87932828e-13
3.82325543e-01 1.44800000e+01 9.98844034e-13
3.89303041e-01 1.44530000e+01 7.92457852e-13
3.96205150e-01 1.44260000e+01 9.73376597e-13
4.03033438e-01 1.44020000e+01 9.09877445e-13
4.09789425e-01 1.43800000e+01 8.17143161e-13
4.16474573e-01 1.43590000e+01 9.24663909e-13
4.23090326e-01 1.43400000e+01 8.44651670e-13
4.29638062e-01 1.43220000e+01 8.15314101e-13
4.36119128e-01 1.43050000e+01 9.44437292e-13
4.42534848e-01 1.42890000e+01 9.79606148e-13
4.48886480e-01 1.42750000e+01 8.64524622e-13
5.09133080e-01 1.41730000e+01 7.77096981e-13
5.64132121e-01 1.41180000e+01 9.10109193e-13
6.14695975e-01 1.40870000e+01 9.80999158e-13
6.61457062e-01 1.40700000e+01 6.28966563e-13
7.04917978e-01 1.40590000e+01 6.96652880e-13
7.45485411e-01 1.40520000e+01 5.63209154e-13
7.83493612e-01 1.40470000e+01 6.35405113e-13
8.19221020e-01 1.40430000e+01 5.02824518e-13
8.52902286e-01 1.40390000e+01 6.82224468e-13
8.84737217e-01 1.40350000e+01 6.29935785e-13
9.14897462e-01 1.40310000e+01 4.87194005e-13
9.43531681e-01 1.40260000e+01 8.41139215e-13
9.70769532e-01 1.40210000e+01 7.51447551e-13
9.96724849e-01 1.40160000e+01 7.08532927e-13
1.02149812e+00 1.40100000e+01 6.82420437e-13
1.04517857e+00 1.40040000e+01 3.66342817e-13
1.06784575e+00 1.39970000e+01 3.49795284e-13
1.08957095e+00 1.39890000e+01 9.07946772e-13
1.11041827e+00 1.39810000e+01 6.60193711e-13
1.13044561e+00 1.39730000e+01 6.90712510e-13
1.14970541e+00 1.39650000e+01 4.97414706e-13
1.16824534e+00 1.39560000e+01 5.31613842e-13
1.18610887e+00 1.39470000e+01 5.46850843e-13
1.20333572e+00 1.39380000e+01 2.55584432e-13
1.21996231e+00 1.39280000e+01 3.41979835e-13
1.23602213e+00 1.39180000e+01 9.10012263e-13
1.25154598e+00 1.39080000e+01 8.91066975e-13
1.26656232e+00 1.38980000e+01 8.55591027e-13
1.28109749e+00 1.38880000e+01 2.64029856e-13
1.29517585e+00 1.38770000e+01 6.75425303e-13
1.30882007e+00 1.38670000e+01 4.35162162e-13
1.32205122e+00 1.38560000e+01 5.28620774e-13
1.33488891e+00 1.38450000e+01 5.98318999e-13
1.34735147e+00 1.38340000e+01 6.46006316e-13
1.35945602e+00 1.38230000e+01 9.97103964e-13
1.37121858e+00 1.38120000e+01 9.77936667e-13
1.38265415e+00 1.38010000e+01 9.10607079e-13
1.39377684e+00 1.37900000e+01 8.29500150e-13
1.40459989e+00 1.37790000e+01 2.73527058e-13
1.41513574e+00 1.37680000e+01 2.05510719e-13
1.42539615e+00 1.37570000e+01 1.11864795e-13
1.43539217e+00 1.37450000e+01 6.98276160e-13
1.44513418e+00 1.37340000e+01 5.49612216e-13
1.45463217e+00 1.37230000e+01 4.13110556e-13
1.46389542e+00 1.37110000e+01 8.39679152e-13
1.47293277e+00 1.37000000e+01 6.60158293e-13
1.48175258e+00 1.36890000e+01 5.06541969e-13
1.49036279e+00 1.36780000e+01 3.78973881e-13
1.49877097e+00 1.36670000e+01 2.75568479e-13
1.50698425e+00 1.36550000e+01 6.88070012e-13
1.51500944e+00 1.36440000e+01 5.96083941e-13
1.52285305e+00 1.36330000e+01 4.86970079e-13
1.53052123e+00 1.36220000e+01 3.94576402e-13
1.53801986e+00 1.36110000e+01 3.13658128e-13
1.54535455e+00 1.36000000e+01 2.69562787e-13
1.55253066e+00 1.35890000e+01 2.24484687e-13
1.55955329e+00 1.35780000e+01 1.85095323e-13
1.56642732e+00 1.35670000e+01 1.68273510e-13
1.57315743e+00 1.35560000e+01 1.80262629e-13
1.57974808e+00 1.35450000e+01 2.08578739e-13
1.58620355e+00 1.35340000e+01 2.33163690e-13
1.59252792e+00 1.35230000e+01 3.08439858e-13
1.59872513e+00 1.35120000e+01 9.83693790e-13
1.60479893e+00 1.35020000e+01 7.63303650e-14
1.61075293e+00 1.34910000e+01 1.41882499e-13
1.61659060e+00 1.34800000e+01 2.82795971e-13
1.62231527e+00 1.34700000e+01 4.40758277e-14
1.62793012e+00 1.34590000e+01 1.64287517e-13
1.63343824e+00 1.34490000e+01 9.14697555e-14
1.63884257e+00 1.34380000e+01 1.13314824e-13
1.64414596e+00 1.34280000e+01 8.95667552e-14
1.64935114e+00 1.34170000e+01 1.51348213e-13
1.65446075e+00 1.34070000e+01 3.26860997e-14
1.65947732e+00 1.33970000e+01 3.47187356e-14
1.66440330e+00 1.33860000e+01 1.23428196e-13
1.66924104e+00 1.33760000e+01 6.07424721e-14
1.67399283e+00 1.33660000e+01 1.44844711e-14
1.67866085e+00 1.33560000e+01 4.85884229e-14
1.68324721e+00 1.33460000e+01 2.44021449e-14
1.68775398e+00 1.33360000e+01 4.94970575e-15
1.69218311e+00 1.33260000e+01 2.06875644e-15
1.69653652e+00 1.33160000e+01 3.92369633e-15
1.70081604e+00 1.33060000e+01 1.17207818e-14
1.70502347e+00 1.32950000e+01 9.84906752e-13
1.70916053e+00 1.32860000e+01 7.99692412e-15
1.71322889e+00 1.32760000e+01 3.47468168e-13
1.71723015e+00 1.32660000e+01 9.49143398e-13
1.72116588e+00 1.32560000e+01 9.44074184e-13
1.72503761e+00 1.32470000e+01 2.90086745e-13
1.72884678e+00 1.32377500e+01 9.53174918e-15
1.73259482e+00 1.32280000e+01 8.51393256e-16
1.73628312e+00 1.32180000e+01 9.28059744e-13
1.73991300e+00 1.32090000e+01 1.65929662e-15
1.74348576e+00 1.31997500e+01 9.75042749e-15
1.74700265e+00 1.31900000e+01 6.56031713e-13
1.75046490e+00 1.31807500e+01 1.21879259e-14
1.75387368e+00 1.31717500e+01 2.28861146e-16
1.75723014e+00 1.31620000e+01 7.73323703e-13
1.76053540e+00 1.31530000e+01 5.80813596e-13
1.76379053e+00 1.31440000e+01 1.68984078e-13
1.76699660e+00 1.31347500e+01 1.20635482e-15
1.77015463e+00 1.31255000e+01 2.14234877e-13
1.77326559e+00 1.31160000e+01 9.72137375e-13
1.77633047e+00 1.31075000e+01 2.26487463e-13
1.77935019e+00 1.30985000e+01 2.68787412e-13
1.78232568e+00 1.30900000e+01 1.33699268e-13
1.78525782e+00 1.30810000e+01 4.99899701e-13
1.78814747e+00 1.30720000e+01 6.65931858e-13
1.79099548e+00 1.30630000e+01 6.27629182e-13
1.79380266e+00 1.30545000e+01 1.77600350e-13
1.79656981e+00 1.30460000e+01 4.68484027e-13
1.79929771e+00 1.30370000e+01 5.39311062e-13
1.80198711e+00 1.30290000e+01 5.64008804e-14
1.80463875e+00 1.30200000e+01 6.06316088e-13
1.80725334e+00 1.30110000e+01 9.14159494e-13
1.80983159e+00 1.30030000e+01 3.37663101e-13
1.81237418e+00 1.29950000e+01 3.26921760e-14
1.81488177e+00 1.29860000e+01 4.55601957e-13
1.81735501e+00 1.29780000e+01 3.53309555e-13
1.81979452e+00 1.29690000e+01 8.08978928e-13
1.82220094e+00 1.29610000e+01 4.71249138e-13
1.82457485e+00 1.29530000e+01 4.19970275e-13
1.82691685e+00 1.29450000e+01 2.57338956e-13
1.82922750e+00 1.29370000e+01 1.53802717e-15
1.83150736e+00 1.29280000e+01 6.52601836e-13
1.83375699e+00 1.29200000e+01 5.27619808e-13
1.83597691e+00 1.29120000e+01 4.51115843e-13
1.83816765e+00 1.29040000e+01 4.13155784e-13
1.84032970e+00 1.28960000e+01 4.03489086e-13
1.84246357e+00 1.28880000e+01 4.31438289e-13
1.84456974e+00 1.28800000e+01 4.96284310e-13
1.84664869e+00 1.28720000e+01 6.10784370e-13
1.84870087e+00 1.28650000e+01 2.22627670e-13
1.85072675e+00 1.28570000e+01 1.97511956e-13
1.85272675e+00 1.28490000e+01 1.88239714e-13
1.85470132e+00 1.28410000e+01 3.63807776e-13
1.85665088e+00 1.28340000e+01 3.50947906e-15
1.85857583e+00 1.28260000e+01 7.61552597e-14
1.86047659e+00 1.28180000e+01 3.02433996e-13
1.86235355e+00 1.28110000e+01 4.83126629e-15
1.86420710e+00 1.28030000e+01 1.54577751e-13
1.86603761e+00 1.27955000e+01 2.22043237e-13
1.86784546e+00 1.27880000e+01 1.08884316e-13
1.86963100e+00 1.27807500e+01 1.49635816e-13
1.87139460e+00 1.27730000e+01 1.31125183e-13
1.87313659e+00 1.27660000e+01 8.74170095e-16
1.87485733e+00 1.27580000e+01 2.69276905e-13
1.87655714e+00 1.27510000e+01 4.43667167e-14
1.87823634e+00 1.27437500e+01 1.55291415e-13
1.87989527e+00 1.27360000e+01 2.73432826e-13
1.88153422e+00 1.27290000e+01 7.87195771e-14
1.88315352e+00 1.27220000e+01 3.58096804e-15
1.88475345e+00 1.27150000e+01 2.65054482e-15
1.88633431e+00 1.27078413e+01 4.06218119e-16
1.88789639e+00 1.27000000e+01 7.40122476e-13
1.88943998e+00 1.26930000e+01 6.07293048e-13
1.89096534e+00 1.26860000e+01 9.51725197e-14
1.89247275e+00 1.26790000e+01 6.34900206e-14
1.89396248e+00 1.26720000e+01 4.95941883e-14
1.89543479e+00 1.26650000e+01 4.97730582e-14
1.89688994e+00 1.26580000e+01 1.53288164e-13
1.89832816e+00 1.26510000e+01 5.03413415e-13
1.89974972e+00 1.26440000e+01 5.86218099e-13
1.90115485e+00 1.26370000e+01 7.14528523e-13
1.90254379e+00 1.26307500e+01 1.96004101e-13
1.90391677e+00 1.26240000e+01 1.03233026e-15
1.90527401e+00 1.26170000e+01 1.82611390e-14
1.90661575e+00 1.26100000e+01 4.30092004e-13
1.90794221e+00 1.26030000e+01 6.89624779e-13
1.90925359e+00 1.25967500e+01 1.75822341e-13
1.91055010e+00 1.25900000e+01 4.83448443e-14
1.91183197e+00 1.25830000e+01 5.87698748e-13
1.91309938e+00 1.25767500e+01 1.82758494e-13
1.91435255e+00 1.25700000e+01 7.85067128e-14
1.91559166e+00 1.25639729e+01 2.24909069e-17
1.91681691e+00 1.25570000e+01 1.72981022e-14
1.91802849e+00 1.25508467e+01 6.64709559e-17
1.91922658e+00 1.25440000e+01 4.59860416e-15
1.92041137e+00 1.25378233e+01 2.04340240e-15
1.92158304e+00 1.25310000e+01 1.45815393e-14
1.92274176e+00 1.25248500e+01 5.86877485e-16
1.92388770e+00 1.25180000e+01 3.27658437e-13
1.92502104e+00 1.25120000e+01 8.56260824e-15
1.92614195e+00 1.25050000e+01 9.94228750e-13
1.92725058e+00 1.24990000e+01 3.22709448e-14
1.92834711e+00 1.24930000e+01 6.23937747e-15
1.92943168e+00 1.24868490e+01 1.87774431e-15
1.93050445e+00 1.24800000e+01 6.43844577e-13
1.93156559e+00 1.24740000e+01 3.83293066e-16
1.93261523e+00 1.24680000e+01 4.13372362e-15
1.93365352e+00 1.24610000e+01 8.33847336e-13
1.93468062e+00 1.24550000e+01 9.26898518e-13
1.93569666e+00 1.24490000e+01 7.42507242e-13
1.93670179e+00 1.24430000e+01 6.10834144e-13
1.93769615e+00 1.24370000e+01 5.12573386e-15
1.93867987e+00 1.24310000e+01 3.00503027e-14
1.93965308e+00 1.24250000e+01 1.71434075e-14
1.94061591e+00 1.24190000e+01 1.10365599e-14
1.94156851e+00 1.24130000e+01 8.98790396e-15
1.94251099e+00 1.24070000e+01 9.95752467e-15
1.94344348e+00 1.24010000e+01 1.32337845e-14
1.94436610e+00 1.23950000e+01 2.30226260e-14
1.94527897e+00 1.23890000e+01 4.68289908e-13
1.94618223e+00 1.23830000e+01 5.49168696e-13
1.94707597e+00 1.23770000e+01 6.63907463e-13
1.94796032e+00 1.23710000e+01 5.36575245e-13
1.94883539e+00 1.23660000e+01 9.01845909e-16
1.94970130e+00 1.23600000e+01 2.00235047e-14
1.95055815e+00 1.23540000e+01 1.44058343e-14
1.95140606e+00 1.23480000e+01 5.45065708e-13
1.95224512e+00 1.23420000e+01 5.47253679e-13
1.95307545e+00 1.23370000e+01 9.14813588e-16
1.95389716e+00 1.23310000e+01 1.53177308e-14
1.95471033e+00 1.23250000e+01 3.67672602e-13
1.95551507e+00 1.23200000e+01 4.62196646e-16
1.95631149e+00 1.23140000e+01 3.68843061e-14
1.95709968e+00 1.23080000e+01 4.00860304e-13
1.95787973e+00 1.23030000e+01 3.50397901e-16
1.95865174e+00 1.22970000e+01 1.63020207e-13
1.95941580e+00 1.22918395e+01 8.57579242e-16
1.96017201e+00 1.22860000e+01 3.13951680e-13
1.96092045e+00 1.22800000e+01 5.28671276e-13
1.96166122e+00 1.22750000e+01 2.78811105e-14
1.96239440e+00 1.22690000e+01 4.99945414e-13
1.96312009e+00 1.22640000e+01 2.77827751e-14
1.96383835e+00 1.22588347e+01 9.92060539e-16
1.96454928e+00 1.22530000e+01 9.90450046e-14
1.96525297e+00 1.22478629e+01 1.48857541e-15
1.96594948e+00 1.22420000e+01 2.10707604e-13
1.96663891e+00 1.22370000e+01 3.79516867e-15
1.96732134e+00 1.22310000e+01 5.16785892e-13
1.96799683e+00 1.22260000e+01 1.23598186e-13
1.96866547e+00 1.22210000e+01 2.42501486e-17
1.96932733e+00 1.22155000e+01 1.85262889e-13
1.96998250e+00 1.22100000e+01 1.51856789e-13
1.97063103e+00 1.22050000e+01 2.41789947e-14
1.97127301e+00 1.21998368e+01 1.21545898e-15
1.97190851e+00 1.21940000e+01 3.82866695e-13
1.97253759e+00 1.21890000e+01 1.24433942e-13
1.97316033e+00 1.21840000e+01 2.30581356e-14
1.97377680e+00 1.21790000e+01 1.07162694e-15
1.97438706e+00 1.21738367e+01 8.94421433e-16
1.97499118e+00 1.21680000e+01 4.03773881e-13
1.97558922e+00 1.21630000e+01 2.40779306e-13
1.97618126e+00 1.21580000e+01 1.02824615e-13
1.97676736e+00 1.21530000e+01 4.72565658e-14
1.97734757e+00 1.21480000e+01 1.18479387e-14
1.97792196e+00 1.21430000e+01 9.59085605e-16
1.97849060e+00 1.21380000e+01 2.35346866e-15
1.97905354e+00 1.21329746e+01 8.16375599e-16
1.97961085e+00 1.21278608e+01 1.43370532e-15
1.98016258e+00 1.21228517e+01 9.13236104e-16
1.98070878e+00 1.21178512e+01 8.98298510e-16
1.98124953e+00 1.21128590e+01 1.30712356e-15
1.98178488e+00 1.21079713e+01 9.25857517e-16
1.98231487e+00 1.21030000e+01 2.34171778e-15
1.98283957e+00 1.20980000e+01 8.94005010e-14
1.98335904e+00 1.20930000e+01 7.44475669e-15
1.98387332e+00 1.20880000e+01 3.70853299e-14
1.98438247e+00 1.20830000e+01 1.24453203e-13
1.98488653e+00 1.20780000e+01 2.34863917e-13
1.98538558e+00 1.20737115e+01 1.42936237e-14
1.98587964e+00 1.20690000e+01 1.46172003e-15
1.98636878e+00 1.20638645e+01 1.89013746e-15
1.98685305e+00 1.20590000e+01 1.45559639e-13
1.98733249e+00 1.20540000e+01 1.04599540e-13
1.98780715e+00 1.20497494e+01 4.13115294e-16
1.98827708e+00 1.20450000e+01 1.22415156e-15
1.98874233e+00 1.20400000e+01 6.74929772e-14
1.98920294e+00 1.20350000e+01 6.86440877e-14
1.98965896e+00 1.20307478e+01 4.49916555e-16
1.99011044e+00 1.20260000e+01 1.21997363e-15
1.99055742e+00 1.20210000e+01 1.47509024e-13
1.99099995e+00 1.20160000e+01 2.07786171e-13
1.99143806e+00 1.20120000e+01 1.00929175e-15
1.99187181e+00 1.20070000e+01 1.42367474e-13
1.99230123e+00 1.20020000e+01 9.46993767e-13
1.99272637e+00 1.19980000e+01 2.29286557e-15
1.99314727e+00 1.19930000e+01 4.45107129e-14
1.99356397e+00 1.19887106e+01 1.49049907e-14
1.99397651e+00 1.19840000e+01 7.44968179e-14
1.99438493e+00 1.19790000e+01 9.38807828e-13
1.99478928e+00 1.19747500e+01 8.30746058e-14
1.99518958e+00 1.19700000e+01 1.55022658e-13
1.99558589e+00 1.19660000e+01 4.27684501e-16
1.99597823e+00 1.19610000e+01 8.82790950e-14
1.99636665e+00 1.19570000e+01 1.76985736e-15
1.99675118e+00 1.19520000e+01 1.08275030e-13
1.99713186e+00 1.19480000e+01 1.32349018e-16
1.99750873e+00 1.19430000e+01 1.49249498e-13
1.99788182e+00 1.19390000e+01 3.23851986e-15
1.99825117e+00 1.19340000e+01 9.28489568e-13
1.99861681e+00 1.19300000e+01 6.74476633e-14
1.99897878e+00 1.19257749e+01 2.75949343e-15
1.99933711e+00 1.19210000e+01 4.35505062e-14
1.99969184e+00 1.19169836e+01 5.34773784e-16
2.00004300e+00 1.19120000e+01 8.94146180e-13
2.00039062e+00 1.19080000e+01 8.13441341e-14
2.00073474e+00 1.19037103e+01 1.60119107e-14
2.00107539e+00 1.18990000e+01 7.86287277e-13
2.00141260e+00 1.18950000e+01 7.20152366e-14
2.00174640e+00 1.18907106e+01 1.64278199e-14
2.00207683e+00 1.18860000e+01 8.57998979e-13
2.00240391e+00 1.18820000e+01 1.84635797e-13
2.00272768e+00 1.18779820e+01 2.04193433e-16
2.00304816e+00 1.18737373e+01 7.66646949e-16
2.00336539e+00 1.18690000e+01 7.02057332e-13
2.00367940e+00 1.18650000e+01 2.11707461e-13
2.00399020e+00 1.18610000e+01 4.36449511e-15
2.00429785e+00 1.18567780e+01 1.41266006e-16
2.00460235e+00 1.18520000e+01 8.40806924e-13
2.00490375e+00 1.18480000e+01 2.36175305e-13
2.00520206e+00 1.18440000e+01 1.67512935e-13
2.00549732e+00 1.18400000e+01 4.61881781e-15
2.00578955e+00 1.18358020e+01 3.23192483e-15
2.00607879e+00 1.18316072e+01 1.47299151e-15
2.00636505e+00 1.18270000e+01 8.07890038e-13
2.00664837e+00 1.18230000e+01 2.67839064e-13
2.00692876e+00 1.18190000e+01 1.95028783e-13
2.00720626e+00 1.18150000e+01 1.89715107e-13
2.00748089e+00 1.18110000e+01 4.98770287e-14
2.00775268e+00 1.18070000e+01 9.14171188e-15
2.00802165e+00 1.18030000e+01 3.57975552e-15
2.00828783e+00 1.17988195e+01 3.58008072e-15
2.00855124e+00 1.17947760e+01 3.10336672e-15
2.00881190e+00 1.17907628e+01 3.48630538e-16
2.00906984e+00 1.17867264e+01 1.15964723e-15
2.00932509e+00 1.17827094e+01 3.53300072e-17
2.00957766e+00 1.17786140e+01 2.20003400e-15
2.00982758e+00 1.17746138e+01 2.18633508e-15
2.01007488e+00 1.17707094e+01 2.50060897e-17
2.01031956e+00 1.17667265e+01 1.18085091e-15
2.01056167e+00 1.17627629e+01 3.60281116e-16
2.01080122e+00 1.17590000e+01 9.02230197e-17
2.01103822e+00 1.17550000e+01 2.44171673e-15
2.01127271e+00 1.17510000e+01 5.39562171e-15
2.01150471e+00 1.17470000e+01 8.47299066e-15
2.01173423e+00 1.17430000e+01 5.01229921e-14
2.01196130e+00 1.17390000e+01 1.89214056e-13
2.01218594e+00 1.17350000e+01 2.38151844e-13
2.01240817e+00 1.17310000e+01 5.47581938e-13
2.01262801e+00 1.17270000e+01 7.56241148e-13
2.01284547e+00 1.17235845e+01 2.43713654e-15
2.01306059e+00 1.17197500e+01 9.67455598e-14
2.01327338e+00 1.17160000e+01 5.49995521e-15
2.01348385e+00 1.17120000e+01 1.57146380e-13
2.01369203e+00 1.17080000e+01 1.83133770e-13
2.01389794e+00 1.17040000e+01 6.77464709e-13
2.01410160e+00 1.17007762e+01 2.11526608e-16
2.01430302e+00 1.16970000e+01 2.48446842e-15
2.01450223e+00 1.16930000e+01 5.49636041e-14
2.01469924e+00 1.16890000e+01 1.94197158e-13
2.01489407e+00 1.16850000e+01 7.96216048e-13
2.01508674e+00 1.16817500e+01 9.04553020e-14
2.01527726e+00 1.16780000e+01 9.43719179e-15
2.01546566e+00 1.16740000e+01 2.49758393e-13
2.01565195e+00 1.16700000e+01 8.42176649e-13
2.01583615e+00 1.16670000e+01 4.52273836e-15
2.01601828e+00 1.16630000e+01 1.40579920e-14
2.01619835e+00 1.16590000e+01 5.93691354e-13
2.01637638e+00 1.16557880e+01 3.60197167e-15
2.01655238e+00 1.16520000e+01 7.91392116e-15
2.01672638e+00 1.16480000e+01 5.08796222e-13
2.01689839e+00 1.16447938e+01 4.55901215e-17
2.01706843e+00 1.16410000e+01 7.93206189e-15
2.01723650e+00 1.16370000e+01 5.53646770e-13
2.01740264e+00 1.16337500e+01 8.23076409e-14
2.01756684e+00 1.16300000e+01 1.40981467e-14
2.01772914e+00 1.16260000e+01 7.48924787e-13
2.01788954e+00 1.16230000e+01 1.68812196e-15
2.01804806e+00 1.16190000e+01 3.92301470e-13
2.01820471e+00 1.16157795e+01 2.02251088e-16
2.01835951e+00 1.16120000e+01 1.05562772e-14
2.01851248e+00 1.16080000e+01 3.80188933e-13
2.01866362e+00 1.16050000e+01 1.78577955e-14
2.01881296e+00 1.16010000e+01 5.61406424e-13
2.01896051e+00 1.15979818e+01 1.23229042e-15
2.01910628e+00 1.15940000e+01 4.14404601e-13
2.01925028e+00 1.15909845e+01 7.34877480e-17
2.01939254e+00 1.15870000e+01 2.27094592e-13
2.01953305e+00 1.15837500e+01 6.28847362e-14
2.01967185e+00 1.15800000e+01 2.08494185e-13
2.01980894e+00 1.15767500e+01 5.44106653e-14
2.01994433e+00 1.15730000e+01 2.12721242e-13
2.02007804e+00 1.15698971e+01 6.44511258e-15
2.02021008e+00 1.15660000e+01 3.52870991e-13
2.02034046e+00 1.15628591e+01 1.95602154e-15
2.02046920e+00 1.15590000e+01 4.53631942e-13
2.02059631e+00 1.15560000e+01 9.18419442e-15
2.02072181e+00 1.15520000e+01 5.97382571e-13
2.02084569e+00 1.15490000e+01 2.72587169e-14
2.02096799e+00 1.15450000e+01 9.06031817e-13
2.02108871e+00 1.15420000e+01 1.85498998e-14
2.02120785e+00 1.15388911e+01 6.40234412e-15
2.02132545e+00 1.15350000e+01 4.62530243e-13
2.02144149e+00 1.15320000e+01 1.44561446e-14
2.02155601e+00 1.15280000e+01 8.68549758e-13
2.02166901e+00 1.15250000e+01 2.33907250e-14
